gene_id,symbol,name,cytoband,type,num_cohort_ssm_affected_cases,num_cohort_ssm_cases,cohort_ssm_affected_cases_percentage,num_gdc_ssm_affected_cases,num_gdc_ssm_cases,gdc_ssm_affected_cases_percentage,num_cohort_cnv_cases,num_cohort_cnv_gain_cases,cohort_cnv_gain_cases_percentage,num_cohort_cnv_loss_cases,cohort_cnv_loss_cases_percentage,num_mutations,annotations
ENSG00000133895,MEN1,menin 1,11q13.1,protein_coding,3,513,0.58,163,16508,0.99,515,27,5.24,18,3.50,3,Cancer Gene Census
ENSG00000134371,CDC73,cell division cycle 73,1q31.2,protein_coding,3,513,0.58,183,16508,1.11,515,23,4.47,6,1.17,3,Cancer Gene Census
ENSG00000134982,APC,APC regulator of WNT signaling pathway,5q22.2,protein_coding,3,513,0.58,1082,16508,6.55,515,7,1.36,33,6.41,4,Cancer Gene Census
ENSG00000135333,EPHA7,EPH receptor A7,6q16.1,protein_coding,3,513,0.58,422,16508,2.56,515,0,0.00,57,11.07,5,Cancer Gene Census
ENSG00000135605,TEC,transient erythroblastopenia of childhood,"4p12, 4p11",protein_coding,3,513,0.58,146,16508,0.88,515,8,1.55,38,7.38,3,Cancer Gene Census
ENSG00000136014,USP44,ubiquitin specific peptidase 44,12q22,protein_coding,3,513,0.58,153,16508,0.93,515,6,1.17,42,8.16,4,Cancer Gene Census
ENSG00000137265,IRF4,interferon regulatory factor 4,6p25.3,protein_coding,3,513,0.58,208,16508,1.26,515,7,1.36,28,5.44,3,Cancer Gene Census
ENSG00000138336,TET1,tet methylcytosine dioxygenase 1,10q21.3,protein_coding,3,513,0.58,452,16508,2.74,515,2,0.39,90,17.48,3,Cancer Gene Census
ENSG00000138698,RAP1GDS1,Rap1 GTPase-GDP dissociation stimulator 1,4q23,protein_coding,3,513,0.58,134,16508,0.81,515,4,0.78,63,12.23,3,Cancer Gene Census
ENSG00000138795,LEF1,lymphoid enhancer binding factor 1,4q25,protein_coding,3,513,0.58,133,16508,0.81,515,7,1.36,67,13.01,3,Cancer Gene Census
ENSG00000139263,LRIG3,leucine rich repeats and immunoglobulin like domains 3,12q14.1,protein_coding,3,513,0.58,246,16508,1.49,515,11,2.14,43,8.35,4,Cancer Gene Census
ENSG00000140464,PML,PML nuclear body scaffold,15q24.1,protein_coding,3,513,0.58,263,16508,1.59,515,7,1.36,46,8.93,4,Cancer Gene Census
ENSG00000141367,CLTC,clathrin heavy chain,17q23.1,protein_coding,3,513,0.58,301,16508,1.82,515,27,5.24,4,0.78,4,Cancer Gene Census
ENSG00000142273,CBLC,Cbl proto-oncogene C,19q13.32,protein_coding,3,513,0.58,101,16508,0.61,515,23,4.47,243,47.18,3,Cancer Gene Census
ENSG00000145819,ARHGAP26,Rho GTPase activating protein 26,5q31.3,protein_coding,3,513,0.58,204,16508,1.24,515,6,1.17,39,7.57,5,Cancer Gene Census
ENSG00000147257,GPC3,glypican 3,Xq26.2,protein_coding,3,513,0.58,158,16508,0.96,515,0,0.00,0,0.00,3,Cancer Gene Census
ENSG00000147548,NSD3,nuclear receptor binding SET domain protein 3,8p11.23,protein_coding,3,513,0.58,297,16508,1.80,515,27,5.24,11,2.14,5,Cancer Gene Census
ENSG00000147724,FAM135B,family with sequence similarity 135 member B,8q24.23,protein_coding,3,513,0.58,953,16508,5.77,515,80,15.53,13,2.52,4,Cancer Gene Census
ENSG00000147889,CDKN2A,cyclin dependent kinase inhibitor 2A,9p21.3,protein_coding,3,513,0.58,578,16508,3.50,515,9,1.75,153,29.71,3,Cancer Gene Census
ENSG00000149311,ATM,ATM serine/threonine kinase,11q22.3,protein_coding,3,513,0.58,761,16508,4.61,515,43,8.35,17,3.30,7,Cancer Gene Census
ENSG00000157168,NRG1,neuregulin 1,8p12,protein_coding,3,513,0.58,449,16508,2.72,515,26,5.05,12,2.33,3,Cancer Gene Census
ENSG00000157554,ERG,ETS transcription factor ERG,21q22.2,protein_coding,3,513,0.58,217,16508,1.31,515,13,2.52,33,6.41,3,Cancer Gene Census
ENSG00000157764,BRAF,"B-Raf proto-oncogene, serine/threonine kinase",7q34,protein_coding,3,513,0.58,964,16508,5.84,515,160,31.07,3,0.58,4,Cancer Gene Census
ENSG00000163520,FBLN2,fibulin 2,3p25.1,protein_coding,3,513,0.58,285,16508,1.73,515,13,2.52,25,4.85,3,Cancer Gene Census
ENSG00000164398,ACSL6,acyl-CoA synthetase long chain family member 6,5q31.1,protein_coding,3,513,0.58,215,16508,1.30,515,6,1.17,36,6.99,3,Cancer Gene Census
ENSG00000165238,WNK2,WNK lysine deficient protein kinase 2,9q22.31,protein_coding,3,513,0.58,464,16508,2.81,515,20,3.88,26,5.05,3,Cancer Gene Census
ENSG00000165409,TSHR,thyroid stimulating hormone receptor,14q31.1,protein_coding,3,513,0.58,244,16508,1.48,515,1,0.19,100,19.42,4,Cancer Gene Census
ENSG00000168036,CTNNB1,catenin beta 1,3p22.1,protein_coding,3,513,0.58,548,16508,3.32,515,6,1.17,38,7.38,3,Cancer Gene Census
ENSG00000168542,COL3A1,collagen type III alpha 1 chain,2q32.2,protein_coding,3,513,0.58,587,16508,3.56,515,5,0.97,14,2.72,3,Cancer Gene Census
ENSG00000169925,BRD3,bromodomain containing 3,9q34.2,protein_coding,3,513,0.58,188,16508,1.14,515,29,5.63,30,5.83,3,Cancer Gene Census
ENSG00000170836,PPM1D,"protein phosphatase, Mg2+/Mn2+ dependent 1D",17q23.2,protein_coding,3,513,0.58,154,16508,0.93,515,27,5.24,4,0.78,4,Cancer Gene Census
ENSG00000171310,CHST11,carbohydrate sulfotransferase 11,12q23.3,protein_coding,3,513,0.58,127,16508,0.77,515,9,1.75,42,8.16,3,Cancer Gene Census
ENSG00000171456,ASXL1,ASXL transcriptional regulator 1,20q11.21,protein_coding,3,513,0.58,405,16508,2.45,515,33,6.41,1,0.19,5,Cancer Gene Census
ENSG00000171843,MLLT3,MLLT3 super elongation complex subunit,9p21.3,protein_coding,3,513,0.58,132,16508,0.80,515,9,1.75,137,26.60,3,Cancer Gene Census
ENSG00000172175,MALT1,MALT1 paracaspase,18q21.32,protein_coding,3,513,0.58,142,16508,0.86,515,12,2.33,52,10.10,3,Cancer Gene Census
ENSG00000175054,ATR,ATR serine/threonine kinase,3q23,protein_coding,3,513,0.58,496,16508,3.00,515,2,0.39,26,5.05,5,Cancer Gene Census
ENSG00000177084,POLE,"DNA polymerase epsilon, catalytic subunit",12q24.33,protein_coding,3,513,0.58,492,16508,2.98,515,15,2.91,27,5.24,11,Cancer Gene Census
ENSG00000179094,PER1,period circadian regulator 1,17p13.1,protein_coding,3,513,0.58,243,16508,1.47,515,7,1.36,9,1.75,4,Cancer Gene Census
ENSG00000180644,PRF1,perforin 1,10q22.1,protein_coding,3,513,0.58,172,16508,1.04,515,3,0.58,89,17.28,3,Cancer Gene Census
ENSG00000196914,ARHGEF12,Rho guanine nucleotide exchange factor 12,11q23.3,protein_coding,3,513,0.58,306,16508,1.85,515,58,11.26,16,3.11,3,Cancer Gene Census
ENSG00000197013,ZNF429,zinc finger protein 429,19p12,protein_coding,3,513,0.58,199,16508,1.21,515,37,7.18,9,1.75,3,Cancer Gene Census
ENSG00000198561,CTNND1,catenin delta 1,11q12.1,protein_coding,3,513,0.58,273,16508,1.65,515,21,4.08,20,3.88,4,Cancer Gene Census
ENSG00000213281,NRAS,"NRAS proto-oncogene, GTPase",1p13.2,protein_coding,3,513,0.58,840,16508,5.09,515,11,2.14,182,35.34,3,Cancer Gene Census
ENSG00000257923,CUX1,cut like homeobox 1,7q22.1,protein_coding,3,513,0.58,491,16508,2.97,515,143,27.77,1,0.19,5,Cancer Gene Census
ENSG00000275023,MLLT6,"MLLT6, PHD finger containing",17q12,protein_coding,3,513,0.58,212,16508,1.28,515,9,1.75,13,2.52,5,Cancer Gene Census
ENSG00000005073,HOXA11,homeobox A11,7p15.2,protein_coding,2,513,0.39,104,16508,0.63,515,95,18.45,1,0.19,2,Cancer Gene Census
ENSG00000007237,GAS7,growth arrest specific 7,17p13.1,protein_coding,2,513,0.39,163,16508,0.99,515,7,1.36,8,1.55,2,Cancer Gene Census
ENSG00000012048,BRCA1,BRCA1 DNA repair associated,17q21.31,protein_coding,2,513,0.39,367,16508,2.22,515,10,1.94,13,2.52,4,Cancer Gene Census
ENSG00000015285,WAS,WASP actin nucleation promoting factor,Xp11.23,protein_coding,2,513,0.39,150,16508,0.91,515,0,0.00,0,0.00,2,Cancer Gene Census
ENSG00000029363,BCLAF1,BCL2 associated transcription factor 1,6q23.3,protein_coding,2,513,0.39,242,16508,1.47,515,0,0.00,73,14.17,2,Cancer Gene Census
ENSG00000029534,ANK1,ankyrin 1,8p11.21,protein_coding,2,513,0.39,709,16508,4.29,515,30,5.83,8,1.55,2,Cancer Gene Census
ENSG00000029725,RABEP1,"rabaptin, RAB GTPase binding effector protein 1",17p13.2,protein_coding,2,513,0.39,149,16508,0.90,515,5,0.97,7,1.36,2,Cancer Gene Census
ENSG00000033030,ZCCHC8,zinc finger CCHC-type containing 8,12q24.31,protein_coding,2,513,0.39,143,16508,0.87,515,17,3.30,32,6.21,2,Cancer Gene Census
ENSG00000039068,CDH1,cadherin 1,16q22.1,protein_coding,2,513,0.39,406,16508,2.46,515,12,2.33,21,4.08,4,Cancer Gene Census
ENSG00000054118,THRAP3,thyroid hormone receptor associated protein 3,1p34.3,protein_coding,2,513,0.39,230,16508,1.39,515,11,2.14,184,35.73,4,Cancer Gene Census
ENSG00000057657,PRDM1,PR/SET domain 1,6q21,protein_coding,2,513,0.39,272,16508,1.65,515,0,0.00,61,11.84,2,Cancer Gene Census
ENSG00000064012,CASP8,caspase 8,2q33.1,protein_coding,2,513,0.39,320,16508,1.94,515,6,1.17,14,2.72,2,Cancer Gene Census
ENSG00000066455,GOLGA5,golgin A5,14q32.12,protein_coding,2,513,0.39,146,16508,0.88,515,3,0.58,96,18.64,2,Cancer Gene Census
ENSG00000066468,FGFR2,fibroblast growth factor receptor 2,10q26.13,protein_coding,2,513,0.39,376,16508,2.28,515,2,0.39,131,25.44,2,Cancer Gene Census
ENSG00000067082,KLF6,Kruppel like factor 6,10p15.2,protein_coding,2,513,0.39,177,16508,1.07,515,65,12.62,76,14.76,2,Cancer Gene Census
ENSG00000070756,PABPC1,poly(A) binding protein cytoplasmic 1,8q22.3,protein_coding,2,513,0.39,128,16508,0.78,515,72,13.98,6,1.17,2,Cancer Gene Census
ENSG00000072274,TFRC,transferrin receptor,3q29,protein_coding,2,513,0.39,143,16508,0.87,515,9,1.75,41,7.96,2,Cancer Gene Census
ENSG00000073578,SDHA,succinate dehydrogenase complex flavoprotein subunit A,5p15.33,protein_coding,2,513,0.39,191,16508,1.16,515,13,2.52,26,5.05,1,Cancer Gene Census
ENSG00000073584,SMARCE1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1",17q21.2,protein_coding,2,513,0.39,91,16508,0.55,515,9,1.75,13,2.52,2,Cancer Gene Census
ENSG00000073792,IGF2BP2,insulin like growth factor 2 mRNA binding protein 2,3q27.2,protein_coding,2,513,0.39,185,16508,1.12,515,9,1.75,21,4.08,2,Cancer Gene Census
ENSG00000076242,MLH1,mutL homolog 1,3p22.2,protein_coding,2,513,0.39,200,16508,1.21,515,6,1.17,35,6.80,2,Cancer Gene Census
ENSG00000077782,FGFR1,fibroblast growth factor receptor 1,8p11.23,protein_coding,2,513,0.39,234,16508,1.42,515,27,5.24,11,2.14,2,Cancer Gene Census
ENSG00000078177,N4BP2,NEDD4 binding protein 2,4p14,protein_coding,2,513,0.39,305,16508,1.85,515,10,1.94,35,6.80,3,Cancer Gene Census
ENSG00000079805,DNM2,dynamin 2,19p13.2,protein_coding,2,513,0.39,286,16508,1.73,515,43,8.35,8,1.55,2,Cancer Gene Census
ENSG00000079999,KEAP1,kelch like ECH associated protein 1,19p13.2,protein_coding,2,513,0.39,376,16508,2.28,515,44,8.54,8,1.55,2,Cancer Gene Census
ENSG00000083093,PALB2,partner and localizer of BRCA2,16p12.2,protein_coding,2,513,0.39,234,16508,1.42,515,6,1.17,18,3.50,3,Cancer Gene Census
ENSG00000090659,CD209,CD209 molecule,19p13.2,protein_coding,2,513,0.39,132,16508,0.80,515,41,7.96,8,1.55,2,Cancer Gene Census
ENSG00000091831,ESR1,estrogen receptor 1,"6q25.1, 6q25.2",protein_coding,2,513,0.39,228,16508,1.38,515,1,0.19,71,13.79,2,Cancer Gene Census
ENSG00000092820,EZR,ezrin,6q25.3,protein_coding,2,513,0.39,127,16508,0.77,515,0,0.00,73,14.17,3,Cancer Gene Census
ENSG00000096968,JAK2,Janus kinase 2,9p24.1,protein_coding,2,513,0.39,291,16508,1.76,515,9,1.75,119,23.11,2,Cancer Gene Census
ENSG00000099956,SMARCB1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1",22q11.23,protein_coding,2,513,0.39,149,16508,0.90,515,8,1.55,40,7.77,2,Cancer Gene Census
ENSG00000100030,MAPK1,mitogen-activated protein kinase 1,22q11.22,protein_coding,2,513,0.39,94,16508,0.57,515,8,1.55,37,7.18,2,Cancer Gene Census
ENSG00000100345,MYH9,myosin heavy chain 9,22q12.3,protein_coding,2,513,0.39,484,16508,2.93,515,8,1.55,47,9.13,2,Cancer Gene Census
ENSG00000100393,EP300,E1A binding protein p300,22q13.2,protein_coding,2,513,0.39,567,16508,3.43,515,9,1.75,55,10.68,4,Cancer Gene Census
ENSG00000100644,HIF1A,hypoxia inducible factor 1 subunit alpha,14q23.2,protein_coding,2,513,0.39,177,16508,1.07,515,1,0.19,96,18.64,2,Cancer Gene Census
ENSG00000100814,CCNB1IP1,cyclin B1 interacting protein 1,14q11.2,protein_coding,2,513,0.39,72,16508,0.44,515,7,1.36,56,10.87,2,Cancer Gene Census
ENSG00000101115,SALL4,spalt like transcription factor 4,20q13.2,protein_coding,2,513,0.39,374,16508,2.27,515,35,6.80,3,0.58,3,Cancer Gene Census
ENSG00000101213,PTK6,protein tyrosine kinase 6,20q13.33,protein_coding,2,513,0.39,93,16508,0.56,515,41,7.96,11,2.14,2,Cancer Gene Census
ENSG00000104320,NBN,nibrin,8q21.3,protein_coding,2,513,0.39,191,16508,1.16,515,56,10.87,9,1.75,2,Cancer Gene Census
ENSG00000104365,IKBKB,inhibitor of nuclear factor kappa B kinase subunit beta,8p11.21,protein_coding,2,513,0.39,214,16508,1.30,515,31,6.02,8,1.55,2,Cancer Gene Census
ENSG00000104884,ERCC2,"ERCC excision repair 2, TFIIH core complex helicase subunit",19q13.32,protein_coding,2,513,0.39,196,16508,1.19,515,20,3.88,248,48.16,2,Cancer Gene Census
ENSG00000105619,TFPT,TCF3 fusion partner,19q13.42,protein_coding,2,513,0.39,68,16508,0.41,515,23,4.47,262,50.87,2,Cancer Gene Census
ENSG00000105639,JAK3,Janus kinase 3,19p13.11,protein_coding,2,513,0.39,281,16508,1.70,515,41,7.96,4,0.78,2,Cancer Gene Census
ENSG00000108091,CCDC6,coiled-coil domain containing 6,10q21.2,protein_coding,2,513,0.39,134,16508,0.81,515,3,0.58,84,16.31,2,Cancer Gene Census
ENSG00000108375,RNF43,ring finger protein 43,17q22,protein_coding,2,513,0.39,404,16508,2.45,515,26,5.05,4,0.78,2,Cancer Gene Census
ENSG00000108654,DDX5,DEAD-box helicase 5,17q23.3,protein_coding,2,513,0.39,164,16508,0.99,515,28,5.44,3,0.58,2,Cancer Gene Census
ENSG00000108946,PRKAR1A,protein kinase cAMP-dependent type I regulatory subunit alpha,17q24.2,protein_coding,2,513,0.39,96,16508,0.58,515,29,5.63,3,0.58,2,Cancer Gene Census
ENSG00000109906,ZBTB16,zinc finger and BTB domain containing 16,11q23.2,protein_coding,2,513,0.39,226,16508,1.37,515,46,8.93,16,3.11,2,Cancer Gene Census
ENSG00000111087,GLI1,GLI family zinc finger 1,12q13.3,protein_coding,2,513,0.39,328,16508,1.99,515,18,3.50,39,7.57,2,Cancer Gene Census
ENSG00000111276,CDKN1B,cyclin dependent kinase inhibitor 1B,12p13.1,protein_coding,2,513,0.39,125,16508,0.76,515,28,5.44,21,4.08,2,Cancer Gene Census
ENSG00000112081,SRSF3,serine and arginine rich splicing factor 3,"6p21.31, 6p21.2",protein_coding,2,513,0.39,54,16508,0.33,515,6,1.17,18,3.50,2,Cancer Gene Census
ENSG00000112175,BMP5,bone morphogenetic protein 5,6p12.1,protein_coding,2,513,0.39,262,16508,1.59,515,5,0.97,20,3.88,4,Cancer Gene Census
ENSG00000112531,QKI,"QKI, KH domain containing RNA binding",6q26,protein_coding,2,513,0.39,193,16508,1.17,515,3,0.58,75,14.56,2,Cancer Gene Census
ENSG00000113360,DROSHA,drosha ribonuclease III,5p13.3,protein_coding,2,513,0.39,282,16508,1.71,515,10,1.94,26,5.05,2,Cancer Gene Census
ENSG00000113594,LIFR,LIF receptor subunit alpha,5p13.1,protein_coding,2,513,0.39,330,16508,2.00,515,8,1.55,26,5.05,2,Cancer Gene Census
ENSG00000113721,PDGFRB,platelet derived growth factor receptor beta,5q32,protein_coding,2,513,0.39,264,16508,1.60,515,6,1.17,41,7.96,2,Cancer Gene Census
ENSG00000114861,FOXP1,forkhead box P1,3p13,protein_coding,2,513,0.39,282,16508,1.71,515,3,0.58,35,6.80,2,Cancer Gene Census
ENSG00000115760,BIRC6,baculoviral IAP repeat containing 6,2p22.3,protein_coding,2,513,0.39,760,16508,4.60,515,8,1.55,15,2.91,6,Cancer Gene Census
ENSG00000116016,EPAS1,endothelial PAS domain protein 1,2p21,protein_coding,2,513,0.39,212,16508,1.28,515,7,1.36,14,2.72,2,Cancer Gene Census
ENSG00000118007,STAG1,stromal antigen 1,3q22.3,protein_coding,2,513,0.39,297,16508,1.80,515,3,0.58,26,5.05,3,Cancer Gene Census
ENSG00000118513,MYB,"MYB proto-oncogene, transcription factor",6q23.3,protein_coding,2,513,0.39,209,16508,1.27,515,0,0.00,74,14.37,3,Cancer Gene Census
ENSG00000118515,SGK1,serum/glucocorticoid regulated kinase 1,6q23.2,protein_coding,2,513,0.39,213,16508,1.29,515,0,0.00,72,13.98,3,Cancer Gene Census
ENSG00000119335,SET,SET nuclear proto-oncogene,9q34.11,protein_coding,2,513,0.39,78,16508,0.47,515,29,5.63,28,5.44,2,Cancer Gene Census
ENSG00000120457,KCNJ5,potassium inwardly rectifying channel subfamily J member 5,11q24.3,protein_coding,2,513,0.39,160,16508,0.97,515,57,11.07,16,3.11,4,Cancer Gene Census
ENSG00000121289,CEP89,centrosomal protein 89,19q13.11,protein_coding,2,513,0.39,178,16508,1.08,515,26,5.05,197,38.25,2,Cancer Gene Census
ENSG00000121966,CXCR4,C-X-C motif chemokine receptor 4,2q22.1,protein_coding,2,513,0.39,134,16508,0.81,515,4,0.78,8,1.55,2,Cancer Gene Census
ENSG00000121989,ACVR2A,activin A receptor type 2A,"2q22.3, 2q23.1",protein_coding,2,513,0.39,377,16508,2.28,515,4,0.78,12,2.33,2,Cancer Gene Census
ENSG00000122779,TRIM24,tripartite motif containing 24,"7q33, 7q34",protein_coding,2,513,0.39,236,16508,1.43,515,161,31.26,2,0.39,2,Cancer Gene Census
ENSG00000123364,HOXC13,homeobox C13,12q13.13,protein_coding,2,513,0.39,105,16508,0.64,515,6,1.17,48,9.32,2,Cancer Gene Census
ENSG00000123473,STIL,STIL centriolar assembly protein,1p33,protein_coding,2,513,0.39,247,16508,1.50,515,11,2.14,186,36.12,3,Cancer Gene Census
ENSG00000125354,SEPTIN6,septin 6,Xq24,protein_coding,2,513,0.39,161,16508,0.98,515,0,0.00,0,0.00,2,Cancer Gene Census
ENSG00000125618,PAX8,paired box 8,2q14.1,protein_coding,2,513,0.39,139,16508,0.84,515,2,0.39,5,0.97,2,Cancer Gene Census
ENSG00000126012,KDM5C,lysine demethylase 5C,Xp11.22,protein_coding,2,513,0.39,387,16508,2.34,515,0,0.00,0,0.00,4,Cancer Gene Census
ENSG00000126883,NUP214,nucleoporin 214,9q34.13,protein_coding,2,513,0.39,360,16508,2.18,515,28,5.44,30,5.83,4,Cancer Gene Census
ENSG00000127946,HIP1,huntingtin interacting protein 1,7q11.23,protein_coding,2,513,0.39,227,16508,1.38,515,105,20.39,4,0.78,2,Cancer Gene Census
ENSG00000130382,MLLT1,MLLT1 super elongation complex subunit,19p13.3,protein_coding,2,513,0.39,126,16508,0.76,515,43,8.35,9,1.75,2,Cancer Gene Census
ENSG00000131653,TRAF7,TNF receptor associated factor 7,16p13.3,protein_coding,2,513,0.39,152,16508,0.92,515,11,2.14,13,2.52,2,Cancer Gene Census
ENSG00000133703,KRAS,"KRAS proto-oncogene, GTPase",12p12.1,protein_coding,2,513,0.39,1763,16508,10.68,515,33,6.41,9,1.75,2,Cancer Gene Census
ENSG00000134352,IL6ST,interleukin 6 signal transducer,5q11.2,protein_coding,2,513,0.39,186,16508,1.13,515,8,1.55,24,4.66,2,Cancer Gene Census
ENSG00000134574,DDB2,damage specific DNA binding protein 2,11p11.2,protein_coding,2,513,0.39,81,16508,0.49,515,16,3.11,44,8.54,1,Cancer Gene Census
ENSG00000136167,LCP1,lymphocyte cytosolic protein 1,13q14.13,protein_coding,2,513,0.39,163,16508,0.99,515,5,0.97,102,19.81,2,Cancer Gene Census
ENSG00000136826,KLF4,Kruppel like factor 4,9q31.2,protein_coding,2,513,0.39,119,16508,0.72,515,23,4.47,28,5.44,2,Cancer Gene Census
ENSG00000138376,BARD1,BRCA1 associated RING domain 1,2q35,protein_coding,2,513,0.39,194,16508,1.18,515,7,1.36,17,3.30,3,Cancer Gene Census
ENSG00000138448,ITGAV,integrin subunit alpha V,2q32.1,protein_coding,2,513,0.39,262,16508,1.59,515,5,0.97,13,2.52,3,Cancer Gene Census
ENSG00000139083,ETV6,ETS variant transcription factor 6,12p13.2,protein_coding,2,513,0.39,233,16508,1.41,515,37,7.18,11,2.14,3,Cancer Gene Census
ENSG00000140396,NCOA2,nuclear receptor coactivator 2,8q13.3,protein_coding,2,513,0.39,308,16508,1.87,515,39,7.57,11,2.14,2,Cancer Gene Census
ENSG00000140521,POLG,"DNA polymerase gamma, catalytic subunit",15q26.1,protein_coding,2,513,0.39,226,16508,1.37,515,11,2.14,34,6.60,2,Cancer Gene Census
ENSG00000140538,NTRK3,neurotrophic receptor tyrosine kinase 3,15q25.3,protein_coding,2,513,0.39,506,16508,3.07,515,10,1.94,32,6.21,3,Cancer Gene Census
ENSG00000142611,PRDM16,PR/SET domain 16,1p36.32,protein_coding,2,513,0.39,380,16508,2.30,515,11,2.14,196,38.06,3,Cancer Gene Census
ENSG00000143322,ABL2,"ABL proto-oncogene 2, non-receptor tyrosine kinase",1q25.2,protein_coding,2,513,0.39,299,16508,1.81,515,23,4.47,4,0.78,2,Cancer Gene Census
ENSG00000143379,SETDB1,SET domain bifurcated histone lysine methyltransferase 1,1q21.3,protein_coding,2,513,0.39,297,16508,1.80,515,25,4.85,5,0.97,2,Cancer Gene Census
ENSG00000143549,TPM3,tropomyosin 3,1q21.3,protein_coding,2,513,0.39,116,16508,0.70,515,26,5.05,3,0.58,2,Cancer Gene Census
ENSG00000143970,ASXL2,ASXL transcriptional regulator 2,2p23.3,protein_coding,2,513,0.39,343,16508,2.08,515,6,1.17,17,3.30,2,Cancer Gene Census
ENSG00000144218,AFF3,AF4/FMR2 family member 3,2q11.2,protein_coding,2,513,0.39,443,16508,2.68,515,5,0.97,6,1.17,2,Cancer Gene Census
ENSG00000145216,FIP1L1,factor interacting with PAPOLA and CPSF1,4q12,protein_coding,2,513,0.39,152,16508,0.92,515,23,4.47,31,6.02,2,Cancer Gene Census
ENSG00000147050,KDM6A,lysine demethylase 6A,Xp11.3,protein_coding,2,513,0.39,472,16508,2.86,515,0,0.00,0,0.00,2,Cancer Gene Census
ENSG00000147140,NONO,non-POU domain containing octamer binding,Xq13.1,protein_coding,2,513,0.39,148,16508,0.90,515,0,0.00,0,0.00,2,Cancer Gene Census
ENSG00000151348,EXT2,exostosin glycosyltransferase 2,11p11.2,protein_coding,2,513,0.39,158,16508,0.96,515,17,3.30,49,9.51,2,Cancer Gene Census
ENSG00000151532,VTI1A,vesicle transport through interaction with t-SNAREs 1A,10q25.2,protein_coding,2,513,0.39,54,16508,0.33,515,1,0.19,126,24.47,3,Cancer Gene Census
ENSG00000151702,FLI1,"Fli-1 proto-oncogene, ETS transcription factor",11q24.3,protein_coding,2,513,0.39,201,16508,1.22,515,56,10.87,16,3.11,3,Cancer Gene Census
ENSG00000152217,SETBP1,SET binding protein 1,18q12.3,protein_coding,2,513,0.39,534,16508,3.23,515,10,1.94,51,9.90,4,Cancer Gene Census
ENSG00000152942,RAD17,RAD17 checkpoint clamp loader component,5q13.2,protein_coding,2,513,0.39,126,16508,0.76,515,6,1.17,28,5.44,3,Cancer Gene Census
ENSG00000154767,XPC,"XPC complex subunit, DNA damage recognition and repair factor",3p25.1,protein_coding,2,513,0.39,144,16508,0.87,515,12,2.33,25,4.85,3,Cancer Gene Census
ENSG00000154803,FLCN,folliculin,17p11.2,protein_coding,2,513,0.39,166,16508,1.01,515,8,1.55,7,1.36,3,Cancer Gene Census
ENSG00000156531,PHF6,PHD finger protein 6,Xq26.2,protein_coding,2,513,0.39,152,16508,0.92,515,0,0.00,0,0.00,2,Cancer Gene Census
ENSG00000156976,EIF4A2,eukaryotic translation initiation factor 4A2,3q27.3,protein_coding,2,513,0.39,205,16508,1.24,515,7,1.36,26,5.05,2,Cancer Gene Census
ENSG00000157765,SLC34A2,solute carrier family 34 member 2,4p15.2,protein_coding,2,513,0.39,258,16508,1.56,515,8,1.55,33,6.41,3,Cancer Gene Census
ENSG00000158715,SLC45A3,solute carrier family 45 member 3,1q32.1,protein_coding,2,513,0.39,137,16508,0.83,515,22,4.27,11,2.14,3,Cancer Gene Census
ENSG00000159216,RUNX1,RUNX family transcription factor 1,21q22.12,protein_coding,2,513,0.39,271,16508,1.64,515,13,2.52,30,5.83,3,Cancer Gene Census
ENSG00000160271,RALGDS,ral guanine nucleotide dissociation stimulator,"9q34.13, 9q34.2",protein_coding,2,513,0.39,184,16508,1.11,515,29,5.63,29,5.63,3,Cancer Gene Census
ENSG00000160789,LMNA,lamin A/C,1q22,protein_coding,2,513,0.39,156,16508,0.94,515,31,6.02,3,0.58,2,Cancer Gene Census
ENSG00000160867,FGFR4,fibroblast growth factor receptor 4,5q35.2,protein_coding,2,513,0.39,236,16508,1.43,515,8,1.55,45,8.74,2,Cancer Gene Census
ENSG00000160957,RECQL4,RecQ like helicase 4,8q24.3,protein_coding,2,513,0.39,202,16508,1.22,515,50,9.71,16,3.11,3,Cancer Gene Census
ENSG00000162733,DDR2,discoidin domain receptor tyrosine kinase 2,1q23.3,protein_coding,2,513,0.39,269,16508,1.63,515,25,4.85,4,0.78,2,Cancer Gene Census
ENSG00000162924,REL,"REL proto-oncogene, NF-kB subunit",2p16.1,protein_coding,2,513,0.39,128,16508,0.78,515,6,1.17,14,2.72,2,Cancer Gene Census
ENSG00000163161,ERCC3,"ERCC excision repair 3, TFIIH core complex helicase subunit",2q14.3,protein_coding,2,513,0.39,179,16508,1.08,515,4,0.78,6,1.17,2,Cancer Gene Census
ENSG00000163513,TGFBR2,transforming growth factor beta receptor 2,3p24.1,protein_coding,2,513,0.39,252,16508,1.53,515,9,1.75,31,6.02,3,Cancer Gene Census
ENSG00000164330,EBF1,EBF transcription factor 1,5q33.3,protein_coding,2,513,0.39,269,16508,1.63,515,8,1.55,50,9.71,2,Cancer Gene Census
ENSG00000164362,TERT,telomerase reverse transcriptase,5p15.33,protein_coding,2,513,0.39,258,16508,1.56,515,12,2.33,38,7.38,2,Cancer Gene Census
